"Plot Title: 10347327"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10347327, SEN S/N: 10347327)","Intensity, Lux (LGR S/N: 10347327, SEN S/N: 10347327)"
1,12/17/2016 12:00:00 AM,0.784,0.0
2,12/17/2016 12:05:00 AM,0.784,0.0
3,12/17/2016 12:10:00 AM,0.784,0.0
4,12/17/2016 12:15:00 AM,1.003,0.0
5,12/17/2016 12:20:00 AM,0.784,0.0
6,12/17/2016 12:25:00 AM,0.893,0.0
7,12/17/2016 12:30:00 AM,1.003,0.0
8,12/17/2016 12:35:00 AM,1.003,0.0
9,12/17/2016 12:40:00 AM,0.893,0.0
10,12/17/2016 12:45:00 AM,1.003,0.0
11,12/17/2016 12:50:00 AM,0.893,0.0
12,12/17/2016 12:55:00 AM,0.893,0.0
13,12/17/2016 01:00:00 AM,0.893,0.0
14,12/17/2016 01:05:00 AM,1.003,0.0
15,12/17/2016 01:10:00 AM,1.112,0.0
16,12/17/2016 01:15:00 AM,1.112,0.0
17,12/17/2016 01:20:00 AM,1.221,0.0
18,12/17/2016 01:25:00 AM,1.221,0.0
19,12/17/2016 01:30:00 AM,1.112,0.0
20,12/17/2016 01:35:00 AM,1.003,0.0
21,12/17/2016 01:40:00 AM,1.112,0.0
22,12/17/2016 01:45:00 AM,1.003,0.0
23,12/17/2016 01:50:00 AM,0.893,0.0
24,12/17/2016 01:55:00 AM,0.893,0.0
25,12/17/2016 02:00:00 AM,0.893,0.0
26,12/17/2016 02:05:00 AM,0.893,0.0
27,12/17/2016 02:10:00 AM,0.893,0.0
28,12/17/2016 02:15:00 AM,0.893,0.0
29,12/17/2016 02:20:00 AM,0.893,0.0
30,12/17/2016 02:25:00 AM,0.893,0.0
31,12/17/2016 02:30:00 AM,0.893,0.0
32,12/17/2016 02:35:00 AM,0.784,0.0
33,12/17/2016 02:40:00 AM,0.784,0.0
34,12/17/2016 02:45:00 AM,0.784,0.0
35,12/17/2016 02:50:00 AM,0.893,0.0
36,12/17/2016 02:55:00 AM,1.003,0.0
37,12/17/2016 03:00:00 AM,0.893,0.0
38,12/17/2016 03:05:00 AM,0.893,0.0
39,12/17/2016 03:10:00 AM,0.893,0.0
40,12/17/2016 03:15:00 AM,0.893,0.0
41,12/17/2016 03:20:00 AM,0.893,0.0
42,12/17/2016 03:25:00 AM,0.784,0.0
43,12/17/2016 03:30:00 AM,0.674,0.0
44,12/17/2016 03:35:00 AM,0.563,0.0
45,12/17/2016 03:40:00 AM,0.563,0.0
46,12/17/2016 03:45:00 AM,0.453,0.0
47,12/17/2016 03:50:00 AM,0.674,0.0
48,12/17/2016 03:55:00 AM,0.784,0.0
49,12/17/2016 04:00:00 AM,0.784,0.0
50,12/17/2016 04:05:00 AM,0.563,0.0
51,12/17/2016 04:10:00 AM,0.563,0.0
52,12/17/2016 04:15:00 AM,0.453,0.0
53,12/17/2016 04:20:00 AM,0.343,0.0
54,12/17/2016 04:25:00 AM,0.453,0.0
55,12/17/2016 04:30:00 AM,0.563,0.0
56,12/17/2016 04:35:00 AM,0.563,0.0
57,12/17/2016 04:40:00 AM,0.674,0.0
58,12/17/2016 04:45:00 AM,0.563,0.0
59,12/17/2016 04:50:00 AM,0.563,0.0
60,12/17/2016 04:55:00 AM,0.563,0.0
61,12/17/2016 05:00:00 AM,0.453,0.0
62,12/17/2016 05:05:00 AM,0.453,0.0
63,12/17/2016 05:10:00 AM,0.343,0.0
64,12/17/2016 05:15:00 AM,0.453,0.0
65,12/17/2016 05:20:00 AM,0.563,0.0
66,12/17/2016 05:25:00 AM,0.563,0.0
67,12/17/2016 05:30:00 AM,0.674,0.0
68,12/17/2016 05:35:00 AM,0.674,0.0
69,12/17/2016 05:40:00 AM,0.784,0.0
70,12/17/2016 05:45:00 AM,0.563,0.0
71,12/17/2016 05:50:00 AM,0.453,0.0
72,12/17/2016 05:55:00 AM,0.563,0.0
73,12/17/2016 06:00:00 AM,0.453,0.0
74,12/17/2016 06:05:00 AM,0.453,0.0
75,12/17/2016 06:10:00 AM,0.453,0.0
76,12/17/2016 06:15:00 AM,0.563,0.0
77,12/17/2016 06:20:00 AM,0.674,0.0
78,12/17/2016 06:25:00 AM,0.563,0.0
79,12/17/2016 06:30:00 AM,0.563,0.0
80,12/17/2016 06:35:00 AM,0.563,0.0
81,12/17/2016 06:40:00 AM,0.563,0.0
