"Plot Title: 10350084"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10350084, SEN S/N: 10350084)","Intensity, Lux (LGR S/N: 10350084, SEN S/N: 10350084)"
1,12/17/2016 12:00:00 AM,0.453,0.0
2,12/17/2016 12:05:00 AM,0.453,0.0
3,12/17/2016 12:10:00 AM,0.453,0.0
4,12/17/2016 12:15:00 AM,0.453,0.0
5,12/17/2016 12:20:00 AM,0.453,0.0
6,12/17/2016 12:25:00 AM,0.343,0.0
7,12/17/2016 12:30:00 AM,0.343,0.0
8,12/17/2016 12:35:00 AM,0.232,0.0
9,12/17/2016 12:40:00 AM,0.343,0.0
10,12/17/2016 12:45:00 AM,0.343,0.0
11,12/17/2016 12:50:00 AM,0.343,0.0
12,12/17/2016 12:55:00 AM,0.343,0.0
13,12/17/2016 01:00:00 AM,0.343,0.0
14,12/17/2016 01:05:00 AM,0.343,0.0
15,12/17/2016 01:10:00 AM,0.343,0.0
16,12/17/2016 01:15:00 AM,0.453,0.0
17,12/17/2016 01:20:00 AM,0.453,0.0
18,12/17/2016 01:25:00 AM,0.453,0.0
19,12/17/2016 01:30:00 AM,0.453,0.0
20,12/17/2016 01:35:00 AM,0.343,0.0
21,12/17/2016 01:40:00 AM,0.232,0.0
22,12/17/2016 01:45:00 AM,0.121,0.0
23,12/17/2016 01:50:00 AM,0.010,0.0
24,12/17/2016 01:55:00 AM,-0.213,0.0
25,12/17/2016 02:00:00 AM,-0.213,0.0
26,12/17/2016 02:05:00 AM,-0.102,0.0
27,12/17/2016 02:10:00 AM,-0.102,0.0
28,12/17/2016 02:15:00 AM,-0.102,0.0
29,12/17/2016 02:20:00 AM,0.010,0.0
30,12/17/2016 02:25:00 AM,0.010,0.0
31,12/17/2016 02:30:00 AM,0.121,0.0
32,12/17/2016 02:35:00 AM,0.121,0.0
33,12/17/2016 02:40:00 AM,0.121,0.0
34,12/17/2016 02:45:00 AM,0.121,0.0
35,12/17/2016 02:50:00 AM,0.121,0.0
36,12/17/2016 02:55:00 AM,0.121,0.0
37,12/17/2016 03:00:00 AM,0.121,0.0
38,12/17/2016 03:05:00 AM,0.121,0.0
39,12/17/2016 03:10:00 AM,0.121,0.0
40,12/17/2016 03:15:00 AM,0.121,0.0
41,12/17/2016 03:20:00 AM,0.121,0.0
42,12/17/2016 03:25:00 AM,0.121,0.0
43,12/17/2016 03:30:00 AM,0.121,0.0
44,12/17/2016 03:35:00 AM,0.121,0.0
45,12/17/2016 03:40:00 AM,0.121,0.0
46,12/17/2016 03:45:00 AM,0.121,0.0
47,12/17/2016 03:50:00 AM,0.010,0.0
48,12/17/2016 03:55:00 AM,0.010,0.0
49,12/17/2016 04:00:00 AM,0.010,0.0
50,12/17/2016 04:05:00 AM,0.010,0.0
51,12/17/2016 04:10:00 AM,0.010,0.0
52,12/17/2016 04:15:00 AM,0.010,0.0
