"Plot Title: 10350057"
#	Date	Time	Temp (°C) LGR S/N: 10350057,  #10350057	Intensity (Lux) LGR S/N: 10350057,  #10350057	Coupler Attached LGR S/N: 10350057	Host Connected LGR S/N: 10350057	Stopped LGR S/N: 10350057	End Of File LGR S/N: 10350057
1	2018-12-08	23:00:00	19.377	0.0				
2	2018-12-08	23:10:00	19.282	0.0				
3	2018-12-08	23:20:00	19.282	0.0				
4	2018-12-08	23:30:00	19.187	0.0				
5	2018-12-08	23:40:00	19.187	0.0				
6	2018-12-08	23:50:00	19.187	0.0				
7	2018-12-09	00:00:00	19.092	0.0				
8	2018-12-09	00:10:00	19.092	0.0				
9	2018-12-09	00:20:00	18.996	0.0				
10	2018-12-09	00:30:00	18.996	0.0				
11	2018-12-09	00:40:00	18.996	0.0				
12	2018-12-09	00:50:00	18.996	0.0				
13	2018-12-09	01:00:00	18.996	0.0				
14	2018-12-09	01:10:00	18.996	0.0				
15	2018-12-09	01:20:00	18.901	0.0				
16	2018-12-09	01:30:00	18.901	0.0				
17	2018-12-09	01:40:00	18.806	0.0				
18	2018-12-09	01:50:00	18.806	0.0				
19	2018-12-09	02:00:00	18.711	0.0				
20	2018-12-09	02:10:00	18.711	0.0				
21	2018-12-09	02:20:00	18.616	0.0				
22	2018-12-09	02:30:00	18.616	0.0				
23	2018-12-09	02:40:00	18.521	0.0				
24	2018-12-09	02:50:00	18.521	0.0				
25	2018-12-09	03:00:00	18.426	0.0				
26	2018-12-09	03:10:00	18.426	0.0				
27	2018-12-09	03:20:00	18.331	0.0				
28	2018-12-09	03:30:00	18.331	0.0				
29	2018-12-09	03:40:00	18.331	0.0				
30	2018-12-09	03:50:00	18.236	0.0				
31	2018-12-09	04:00:00	18.236	0.0				
32	2018-12-09	04:10:00	18.236	0.0				
33	2018-12-09	04:20:00	18.140	0.0				
34	2018-12-09	04:30:00	18.140	0.0				
35	2018-12-09	04:40:00	18.045	0.0				
36	2018-12-09	04:50:00	18.045	0.0				
37	2018-12-09	05:00:00	18.045	0.0				
38	2018-12-09	05:10:00	17.950	0.0				
39	2018-12-09	05:20:00	17.950	0.0				
40	2018-12-09	05:30:00	17.950	0.0				
41	2018-12-09	05:40:00	17.855	0.0				
42	2018-12-09	05:50:00	17.855	0.0				
43	2018-12-09	06:00:00	17.760	0.0				
44	2018-12-09	06:10:00	17.760	0.0				
45	2018-12-09	06:20:00	17.760	0.0				
46	2018-12-09	06:30:00	17.760	0.0				
47	2018-12-09	06:40:00	17.665	0.0				
48	2018-12-09	06:50:00	17.665	0.0				
49	2018-12-09	07:00:00	17.665	0.0				
50	2018-12-09	07:10:00	17.665	0.0				
51	2018-12-09	07:20:00	17.665	0.0				
52	2018-12-09	07:30:00	17.570	0.0				
53	2018-12-09	07:40:00	17.570	0.0				
54	2018-12-09	07:50:00	17.475	0.0				
