"Plot Title: 10610853"
#	Date	Time	Temp (°C) LGR S/N: 10610853,  #10610853	Intensity (Lux) LGR S/N: 10610853,  #10610853	Coupler Attached LGR S/N: 10610853	Host Connected LGR S/N: 10610853	Stopped LGR S/N: 10610853	End Of File LGR S/N: 10610853
1	2018-12-08	23:00:00	21.664	0.0				
2	2018-12-08	23:10:00	21.664	0.0				
3	2018-12-08	23:20:00	21.664	0.0				
4	2018-12-08	23:30:00	21.569	0.0				
5	2018-12-08	23:40:00	21.569	0.0				
6	2018-12-08	23:50:00	21.569	0.0				
7	2018-12-09	00:00:00	21.569	0.0				
8	2018-12-09	00:10:00	21.569	0.0				
9	2018-12-09	00:20:00	21.569	0.0				
10	2018-12-09	00:30:00	21.569	0.0				
11	2018-12-09	00:40:00	21.569	0.0				
12	2018-12-09	00:50:00	21.664	0.0				
13	2018-12-09	01:00:00	21.664	0.0				
14	2018-12-09	01:10:00	21.664	0.0				
15	2018-12-09	01:20:00	21.664	0.0				
16	2018-12-09	01:30:00	21.664	0.0				
17	2018-12-09	01:40:00	21.664	0.0				
18	2018-12-09	01:50:00	21.569	0.0				
19	2018-12-09	02:00:00	21.569	0.0				
20	2018-12-09	02:10:00	21.664	0.0				
21	2018-12-09	02:20:00	21.664	0.0				
22	2018-12-09	02:30:00	21.569	0.0				
23	2018-12-09	02:40:00	21.569	0.0				
24	2018-12-09	02:50:00	21.569	0.0				
25	2018-12-09	03:00:00	21.569	0.0				
26	2018-12-09	03:10:00	21.569	0.0				
27	2018-12-09	03:20:00	21.569	0.0				
28	2018-12-09	03:30:00	21.569	0.0				
29	2018-12-09	03:40:00	21.569	0.0				
30	2018-12-09	03:50:00	21.569	0.0				
31	2018-12-09	04:00:00	21.664	0.0				
32	2018-12-09	04:10:00	21.569	0.0				
33	2018-12-09	04:20:00	21.664	0.0				
34	2018-12-09	04:30:00	21.664	0.0				
35	2018-12-09	04:40:00	21.664	0.0				
36	2018-12-09	04:50:00	21.664	0.0				
37	2018-12-09	05:00:00	21.664	0.0				
38	2018-12-09	05:10:00	21.664	0.0				
39	2018-12-09	05:20:00	21.664	0.0				
40	2018-12-09	05:30:00	21.664	0.0				
41	2018-12-09	05:40:00	21.664	0.0				
42	2018-12-09	05:50:00	21.664	0.0				
43	2018-12-09	06:00:00	21.569	0.0				
44	2018-12-09	06:10:00	21.569	0.0				
45	2018-12-09	06:20:00	21.569	0.0				
46	2018-12-09	06:30:00	21.569	0.0				
47	2018-12-09	06:40:00	21.569	0.0				
48	2018-12-09	06:50:00	21.569	0.0				
49	2018-12-09	07:00:00	21.569	0.0				
50	2018-12-09	07:10:00	21.569	0.0				
51	2018-12-09	07:20:00	21.569	0.0				
52	2018-12-09	07:30:00	21.569	0.0				
53	2018-12-09	07:40:00	21.569	0.0				
54	2018-12-09	07:50:00	21.569	0.0				
55	2018-12-09	08:00:00	21.569	0.0				
56	2018-12-09	08:10:00	21.569	0.0				
57	2018-12-09	08:20:00	21.569	0.0				
58	2018-12-09	08:30:00	21.569	0.0				
59	2018-12-09	08:40:00	21.569	0.0				
60	2018-12-09	08:50:00	21.569	0.0				
61	2018-12-09	09:00:00	21.569	0.0				
62	2018-12-09	09:10:00	21.569	0.0				
63	2018-12-09	09:20:00	21.569	0.0				
64	2018-12-09	09:30:00	21.569	0.0				
65	2018-12-09	09:40:00	21.569	0.0				
66	2018-12-09	09:50:00	21.473	0.0				
67	2018-12-09	10:00:00	21.473	0.0				
68	2018-12-09	10:10:00	21.473	0.0				
