"Plot Title: 1076813"
#	Date	Time	Temp (°C) LGR S/N: 10760813,  #10760813	Intensity (Lux) LGR S/N: 10760813,  #10760813	End Of File LGR S/N: 10760813
545	2018-12-12	17:40:00	0.563	0.0	
546	2018-12-12	17:50:00	0.563	0.0	
547	2018-12-12	18:00:00	0.784	0.0	
548	2018-12-12	18:10:00	0.784	0.0	
549	2018-12-12	18:20:00	0.674	0.0	
550	2018-12-12	18:30:00	0.563	0.0	
551	2018-12-12	18:40:00	0.563	0.0	
552	2018-12-12	18:50:00	0.453	0.0	
553	2018-12-12	19:00:00	0.010	0.0	
554	2018-12-12	19:10:00	0.010	0.0	
555	2018-12-12	19:20:00	0.232	0.0	
556	2018-12-12	19:30:00	0.232	0.0	
557	2018-12-12	19:40:00	0.232	0.0	
558	2018-12-12	19:50:00	0.232	0.0	
559	2018-12-12	20:00:00	0.232	0.0	
560	2018-12-12	20:10:00	0.121	0.0	
561	2018-12-12	20:20:00	-0.102	0.0	
562	2018-12-12	20:30:00	-0.102	0.0	
563	2018-12-12	20:40:00	-0.102	0.0	
564	2018-12-12	20:50:00	-0.213	0.0	
565	2018-12-12	21:00:00	-0.437	0.0	
566	2018-12-12	21:10:00	-0.437	0.0	
567	2018-12-12	21:20:00	-0.549	0.0	
568	2018-12-12	21:30:00	-0.549	0.0	
569	2018-12-12	21:40:00	-0.662	0.0	
570	2018-12-12	21:50:00	-0.887	0.0	
571	2018-12-12	22:00:00	-0.887	0.0	
572	2018-12-12	22:10:00	-0.887	0.0	
573	2018-12-12	22:20:00	-1.001	0.0	
574	2018-12-12	22:30:00	-1.341	0.0	
575	2018-12-12	22:40:00	-1.456	0.0	
576	2018-12-12	22:50:00	-1.684	0.0	
577	2018-12-12	23:00:00	-1.914	0.0	
578	2018-12-12	23:10:00	-2.030	0.0	
579	2018-12-12	23:20:00	-2.145	0.0	
580	2018-12-12	23:30:00	-2.261	0.0	
581	2018-12-12	23:40:00	-2.261	0.0	
582	2018-12-12	23:50:00	-2.145	0.0	
583	2018-12-13	00:00:00	-2.030	0.0	
584	2018-12-13	00:10:00	-1.914	0.0	
585	2018-12-13	00:20:00	-1.570	0.0	
586	2018-12-13	00:30:00	-1.228	0.0	
587	2018-12-13	00:40:00	-1.114	0.0	
588	2018-12-13	00:50:00	-1.114	0.0	
589	2018-12-13	01:00:00	-1.456	0.0	
590	2018-12-13	01:10:00	-1.799	0.0	
591	2018-12-13	01:20:00	-1.914	0.0	
592	2018-12-13	01:30:00	-2.145	0.0	
593	2018-12-13	01:40:00	-2.261	0.0	
594	2018-12-13	01:50:00	-2.145	0.0	
595	2018-12-13	02:00:00	-2.030	0.0	
596	2018-12-13	02:10:00	-2.145	0.0	
597	2018-12-13	02:20:00	-2.261	0.0	
598	2018-12-13	02:30:00	-2.261	0.0	
599	2018-12-13	02:40:00	-1.914	0.0	
600	2018-12-13	02:50:00	-1.684	0.0	
601	2018-12-13	03:00:00	-1.456	0.0	
602	2018-12-13	03:10:00	-1.341	0.0	
603	2018-12-13	03:20:00	-1.570	0.0	
604	2018-12-13	03:30:00	-1.456	0.0	
605	2018-12-13	03:40:00	-1.341	0.0	
606	2018-12-13	03:50:00	-1.570	0.0	
607	2018-12-13	04:00:00	-1.570	0.0	
608	2018-12-13	04:10:00	-1.570	0.0	
609	2018-12-13	04:20:00	-1.456	0.0	
610	2018-12-13	04:30:00	-1.684	0.0	
611	2018-12-13	04:40:00	-2.030	0.0	
612	2018-12-13	04:50:00	-2.145	0.0	
613	2018-12-13	05:00:00	-2.145	0.0	
614	2018-12-13	05:10:00	-2.261	0.0	
615	2018-12-13	05:20:00	-2.145	0.0	
616	2018-12-13	05:30:00	-2.030	0.0	
617	2018-12-13	05:40:00	-2.261	0.0	
618	2018-12-13	05:50:00	-2.261	0.0	
619	2018-12-13	06:00:00	-2.145	0.0	
620	2018-12-13	06:10:00	-1.914	0.0	
621	2018-12-13	06:20:00	-2.030	0.0	
622	2018-12-13	06:30:00	-2.145	0.0	
623	2018-12-13	06:40:00	-2.377	0.0	
624	2018-12-13	06:50:00	-2.145	0.0	
625	2018-12-13	07:00:00	-2.261	0.0	
626	2018-12-13	07:10:00	-2.261	0.0	
627	2018-12-13	07:20:00	-1.799	0.0	
628	2018-12-13	07:30:00	-2.030	0.0	
629	2018-12-13	07:40:00	-2.261	10.8	
630	2018-12-13	07:50:00	-2.377	118.4	
631	2018-12-13	08:00:00	-2.030	322.9	
632	2018-12-13	08:10:00	-1.799	462.9	
633	2018-12-13	08:20:00	-1.684	419.8	
634	2018-12-13	08:30:00	-1.341	850.4	
635	2018-12-13	08:40:00	-1.114	2,927.8	
636	2018-12-13	08:50:00	-0.887	5,511.1	
637	2018-12-13	09:00:00	-0.549	4,822.3	
638	2018-12-13	09:10:00	-0.887	4,650.0	
639	2018-12-13	09:20:00	-1.114	3,961.1	
640	2018-12-13	09:30:00	-1.114	4,822.3	
641	2018-12-13	09:40:00	-0.662	8,266.7	
642	2018-12-13	09:50:00	0.121	7,233.4	
643	2018-12-13	10:00:00	0.563	8,266.7	
644	2018-12-13	10:10:00	0.674	6,544.5	
645	2018-12-13	10:20:00	1.112	12,400.1	
646	2018-12-13	10:30:00	1.872	10,677.8	
647	2018-12-13	10:40:00	1.656	6,544.5	
648	2018-12-13	10:50:00	1.439	7,577.8	
649	2018-12-13	11:00:00	1.548	7,577.8	
650	2018-12-13	11:10:00	1.330	5,338.9	
651	2018-12-13	11:20:00	1.221	7,233.4	
652	2018-12-13	11:30:00	1.980	7,577.8	
653	2018-12-13	11:40:00	2.088	8,266.7	
654	2018-12-13	11:50:00	2.303	12,400.1	
655	2018-12-13	12:00:00	2.943	10,677.8	
656	2018-12-13	12:10:00	3.578	11,022.3	
657	2018-12-13	12:20:00	3.893	11,022.3	
658	2018-12-13	12:30:00	3.788	7,233.4	
659	2018-12-13	12:40:00	2.943	5,166.7	
660	2018-12-13	12:50:00	2.837	5,511.1	
661	2018-12-13	13:00:00	2.410	4,650.0	
662	2018-12-13	13:10:00	2.303	3,961.1	
663	2018-12-13	13:20:00	2.303	2,669.5	
664	2018-12-13	13:30:00	2.303	2,325.0	
665	2018-12-13	13:40:00	2.517	2,325.0	
666	2018-12-13	13:50:00	2.837	2,325.0	
667	2018-12-13	14:00:00	2.943	2,755.6	
668	2018-12-13	14:10:00	3.049	2,497.2	
669	2018-12-13	14:20:00	2.943	2,411.1	
670	2018-12-13	14:30:00	2.943	2,583.4	
671	2018-12-13	14:40:00	2.943	2,497.2	
672	2018-12-13	14:50:00	2.837	2,238.9	
673	2018-12-13	15:00:00	2.837	2,238.9	
674	2018-12-13	15:10:00	2.837	2,152.8	
675	2018-12-13	15:20:00	2.730	1,980.6	
676	2018-12-13	15:30:00	2.730	1,980.6	
677	2018-12-13	15:40:00	2.730	1,894.5	
678	2018-12-13	15:50:00	2.517	1,722.2	
679	2018-12-13	16:00:00	2.303	1,141.0	
680	2018-12-13	16:10:00	2.195	699.7	
681	2018-12-13	16:20:00	2.088	376.7	
682	2018-12-13	16:30:00	1.980	161.5	
683	2018-12-13	16:40:00	1.872	64.6	
684	2018-12-13	16:50:00	1.872	21.5	
685	2018-12-13	17:00:00	1.872	0.0	
686	2018-12-13	17:10:00	1.764	0.0	
687	2018-12-13	17:20:00	1.764	0.0	
688	2018-12-13	17:30:00	1.764	0.0	
689	2018-12-13	17:40:00	1.656	0.0	
690	2018-12-13	17:50:00	1.656	0.0	
691	2018-12-13	18:00:00	1.656	0.0	
692	2018-12-13	18:10:00	1.656	0.0	
693	2018-12-13	18:20:00	1.548	0.0	
694	2018-12-13	18:30:00	1.548	0.0	
695	2018-12-13	18:40:00	1.439	0.0	
696	2018-12-13	18:50:00	1.439	0.0	
697	2018-12-13	19:00:00	1.330	0.0	
698	2018-12-13	19:10:00	1.330	0.0	
699	2018-12-13	19:20:00	1.221	0.0	
700	2018-12-13	19:30:00	1.330	0.0	
701	2018-12-13	19:40:00	1.221	0.0	
702	2018-12-13	19:50:00	1.112	0.0	
703	2018-12-13	20:00:00	1.003	0.0	
704	2018-12-13	20:10:00	0.893	0.0	
705	2018-12-13	20:20:00	0.893	0.0	
706	2018-12-13	20:30:00	0.893	0.0	
707	2018-12-13	20:40:00	0.784	0.0	
708	2018-12-13	20:50:00	0.784	0.0	
709	2018-12-13	21:00:00	0.563	0.0	
710	2018-12-13	21:10:00	0.232	0.0	
711	2018-12-13	21:20:00	0.010	0.0	
712	2018-12-13	21:30:00	-0.325	0.0	
713	2018-12-13	21:40:00	-0.102	0.0	
714	2018-12-13	21:50:00	0.121	0.0	
715	2018-12-13	22:00:00	0.232	0.0	
716	2018-12-13	22:10:00	0.343	0.0	
717	2018-12-13	22:20:00	0.453	0.0	
718	2018-12-13	22:30:00	0.563	0.0	
719	2018-12-13	22:40:00	0.453	0.0	
720	2018-12-13	22:50:00	0.453	0.0	
721	2018-12-13	23:00:00	0.563	0.0	
722	2018-12-13	23:10:00	0.563	0.0	
723	2018-12-13	23:20:00	0.453	0.0	
724	2018-12-13	23:30:00	0.232	0.0	
725	2018-12-13	23:40:00	0.232	0.0	
726	2018-12-13	23:50:00	0.232	0.0	
727	2018-12-14	00:00:00	0.121	0.0	
728	2018-12-14	00:10:00	0.010	0.0	
729	2018-12-14	00:20:00	-0.102	0.0	
730	2018-12-14	00:30:00	-0.437	0.0	
731	2018-12-14	00:40:00	-0.325	0.0	
732	2018-12-14	00:50:00	-0.213	0.0	
733	2018-12-14	01:00:00	-0.102	0.0	
734	2018-12-14	01:10:00	-0.213	0.0	
735	2018-12-14	01:20:00	-0.325	0.0	
736	2018-12-14	01:30:00	-0.213	0.0	
737	2018-12-14	01:40:00	-0.213	0.0	
738	2018-12-14	01:50:00	-0.437	0.0	
739	2018-12-14	02:00:00	-0.437	0.0	
740	2018-12-14	02:10:00	-0.437	0.0	
741	2018-12-14	02:20:00	-0.549	0.0	
742	2018-12-14	02:30:00	-0.549	0.0	
743	2018-12-14	02:40:00	-0.549	0.0	
744	2018-12-14	02:50:00	-0.549	0.0	
745	2018-12-14	03:00:00	-0.549	0.0	
746	2018-12-14	03:10:00	-0.549	0.0	
747	2018-12-14	03:20:00	-0.549	0.0	
748	2018-12-14	03:30:00	-0.887	0.0	
749	2018-12-14	03:40:00	-1.456	0.0	
750	2018-12-14	03:50:00	-1.799	0.0	
751	2018-12-14	04:00:00	-1.914	0.0	
752	2018-12-14	04:10:00	-1.456	0.0	
753	2018-12-14	04:20:00	-1.799	0.0	
754	2018-12-14	04:30:00	-1.799	0.0	
755	2018-12-14	04:40:00	-1.570	0.0	
756	2018-12-14	04:50:00	-1.341	0.0	
757	2018-12-14	05:00:00	-1.341	0.0	
758	2018-12-14	05:10:00	-1.341	0.0	
759	2018-12-14	05:20:00	-1.456	0.0	
760	2018-12-14	05:30:00	-1.799	0.0	
761	2018-12-14	05:40:00	-1.684	0.0	
762	2018-12-14	05:50:00	-2.145	0.0	
763	2018-12-14	06:00:00	-2.261	0.0	
764	2018-12-14	06:10:00	-2.377	0.0	
765	2018-12-14	06:20:00	-2.610	0.0	
766	2018-12-14	06:30:00	-2.610	0.0	
767	2018-12-14	06:40:00	-3.079	0.0	
768	2018-12-14	06:50:00	-3.434	0.0	
769	2018-12-14	07:00:00	-3.434	0.0	
770	2018-12-14	07:10:00	-3.672	0.0	
771	2018-12-14	07:20:00	-3.911	0.0	
772	2018-12-14	07:30:00	-3.434	0.0	
773	2018-12-14	07:40:00	-3.553	0.0	
774	2018-12-14	07:50:00	-3.911	107.6	
775	2018-12-14	08:00:00	-4.152	312.2	
776	2018-12-14	08:10:00	-4.152	592.0	
777	2018-12-14	08:20:00	-3.911	861.1	
778	2018-12-14	08:30:00	-4.031	1,291.7	
779	2018-12-14	08:40:00	-4.031	1,722.2	
780	2018-12-14	08:50:00	-4.031	2,238.9	
781	2018-12-14	09:00:00	-3.911	2,755.6	
782	2018-12-14	09:10:00	-3.672	2,927.8	
783	2018-12-14	09:20:00	-3.316	4,305.6	
784	2018-12-14	09:30:00	-2.844	5,166.7	
785	2018-12-14	09:40:00	-2.261	6,544.5	
786	2018-12-14	09:50:00	-1.799	8,611.2	
787	2018-12-14	10:00:00	-1.001	10,677.8	
788	2018-12-14	10:10:00	-0.437	10,333.4	
789	2018-12-14	10:20:00	-0.437	8,611.2	
790	2018-12-14	10:30:00	-0.437	7,233.4	
791	2018-12-14	10:40:00	-0.549	7,577.8	
792	2018-12-14	10:50:00	-0.549	5,511.1	
793	2018-12-14	11:00:00	-0.662	5,166.7	
794	2018-12-14	11:10:00	-0.774	4,994.5	
795	2018-12-14	11:20:00	-0.662	5,511.1	
796	2018-12-14	11:30:00	0.121	7,577.8	
797	2018-12-14	11:40:00	0.453	10,677.8	
798	2018-12-14	11:50:00	0.674	5,511.1	
799	2018-12-14	12:00:00	0.343	4,994.5	
800	2018-12-14	12:10:00	0.563	6,200.0	
801	2018-12-14	12:20:00	0.232	5,511.1	
802	2018-12-14	12:30:00	1.112	10,677.8	
803	2018-12-14	12:40:00	1.872	11,022.3	
804	2018-12-14	12:50:00	1.656	9,644.5	
805	2018-12-14	13:00:00	1.980	9,300.1	
806	2018-12-14	13:10:00	2.088	9,300.1	
807	2018-12-14	13:20:00	2.195	9,300.1	
808	2018-12-14	13:30:00	2.303	8,611.2	
809	2018-12-14	13:40:00	2.303	8,611.2	
810	2018-12-14	13:50:00	2.410	8,266.7	
811	2018-12-14	14:00:00	2.517	8,266.7	
812	2018-12-14	14:10:00	2.624	8,611.2	
813	2018-12-14	14:20:00	2.730	8,611.2	
814	2018-12-14	14:30:00	2.943	9,300.1	
815	2018-12-14	14:40:00	2.943	8,266.7	
816	2018-12-14	14:50:00	2.624	5,166.7	
817	2018-12-14	15:00:00	1.980	4,822.3	
818	2018-12-14	15:10:00	1.764	3,444.5	
819	2018-12-14	15:20:00	1.764	2,669.5	
820	2018-12-14	15:30:00	1.764	2,152.8	
821	2018-12-14	15:40:00	1.656	1,636.1	
822	2018-12-14	15:50:00	1.548	1,334.7	
823	2018-12-14	16:00:00	1.548	893.4	
824	2018-12-14	16:10:00	1.439	376.7	
825	2018-12-14	16:20:00	1.221	204.5	
826	2018-12-14	16:30:00	1.112	139.9	
827	2018-12-14	16:40:00	1.003	64.6	
828	2018-12-14	16:50:00	0.893	21.5	
829	2018-12-14	17:00:00	0.893	0.0	
830	2018-12-14	17:10:00	0.784	0.0	
831	2018-12-14	17:20:00	0.784	0.0	
832	2018-12-14	17:30:00	0.784	0.0	
833	2018-12-14	17:40:00	0.784	0.0	
834	2018-12-14	17:50:00	0.784	0.0	
835	2018-12-14	18:00:00	0.784	0.0	
836	2018-12-14	18:10:00	0.784	0.0	
837	2018-12-14	18:20:00	0.784	0.0	
838	2018-12-14	18:30:00	0.784	0.0	
839	2018-12-14	18:40:00	0.784	0.0	
840	2018-12-14	18:50:00	0.784	0.0	
841	2018-12-14	19:00:00	0.784	0.0	
842	2018-12-14	19:10:00	0.784	0.0	
843	2018-12-14	19:20:00	0.784	0.0	
844	2018-12-14	19:30:00	0.674	0.0	
845	2018-12-14	19:40:00	0.674	0.0	
846	2018-12-14	19:50:00	0.674	0.0	
847	2018-12-14	20:00:00	0.674	0.0	
848	2018-12-14	20:10:00	0.674	0.0	
849	2018-12-14	20:20:00	0.674	0.0	
850	2018-12-14	20:30:00	0.674	0.0	
851	2018-12-14	20:40:00	0.674	0.0	
852	2018-12-14	20:50:00	0.563	0.0	
853	2018-12-14	21:00:00	0.563	0.0	
854	2018-12-14	21:10:00	0.563	0.0	
855	2018-12-14	21:20:00	0.563	0.0	
856	2018-12-14	21:30:00	0.563	0.0	
857	2018-12-14	21:40:00	0.453	0.0	
858	2018-12-14	21:50:00	0.453	0.0	
859	2018-12-14	22:00:00	0.343	0.0	
860	2018-12-14	22:10:00	0.343	0.0	
861	2018-12-14	22:20:00	0.343	0.0	
862	2018-12-14	22:30:00	0.343	0.0	
863	2018-12-14	22:40:00	0.343	0.0	
864	2018-12-14	22:50:00	0.343	0.0	
865	2018-12-14	23:00:00	0.232	0.0	
866	2018-12-14	23:10:00	0.343	0.0	
867	2018-12-14	23:20:00	0.343	0.0	
868	2018-12-14	23:30:00	0.343	0.0	
869	2018-12-14	23:40:00	0.232	0.0	
870	2018-12-14	23:50:00	0.343	0.0	
871	2018-12-15	00:00:00	0.343	0.0	
872	2018-12-15	00:10:00	0.343	0.0	
873	2018-12-15	00:20:00	0.343	0.0	
874	2018-12-15	00:30:00	0.232	0.0	
875	2018-12-15	00:40:00	0.232	0.0	
876	2018-12-15	00:50:00	0.232	0.0	
877	2018-12-15	01:00:00	0.232	0.0	
878	2018-12-15	01:10:00	0.232	0.0	
879	2018-12-15	01:20:00	0.232	0.0	
880	2018-12-15	01:30:00	0.232	0.0	
881	2018-12-15	01:40:00	0.232	0.0	
882	2018-12-15	01:50:00	0.232	0.0	
883	2018-12-15	02:00:00	0.232	0.0	
884	2018-12-15	02:10:00	0.232	0.0	
885	2018-12-15	02:20:00	0.232	0.0	
886	2018-12-15	02:30:00	0.232	0.0	
887	2018-12-15	02:40:00	0.232	0.0	
888	2018-12-15	02:50:00	0.232	0.0	
889	2018-12-15	03:00:00	0.232	0.0	
890	2018-12-15	03:10:00	0.232	0.0	
891	2018-12-15	03:20:00	0.232	0.0	
892	2018-12-15	03:30:00	0.232	0.0	
893	2018-12-15	03:40:00	0.121	0.0	
894	2018-12-15	03:50:00	0.121	0.0	
895	2018-12-15	04:00:00	0.121	0.0	
896	2018-12-15	04:10:00	0.010	0.0	
897	2018-12-15	04:20:00	0.121	0.0	
898	2018-12-15	04:30:00	0.010	0.0	
899	2018-12-15	04:40:00	0.010	0.0	
900	2018-12-15	04:50:00	-0.102	0.0	
901	2018-12-15	05:00:00	-0.102	0.0	
902	2018-12-15	05:10:00	-0.102	0.0	
903	2018-12-15	05:20:00	0.010	0.0	
904	2018-12-15	05:30:00	0.010	0.0	
905	2018-12-15	05:40:00	0.010	0.0	
906	2018-12-15	05:50:00	0.010	0.0	
907	2018-12-15	06:00:00	0.010	0.0	
908	2018-12-15	06:10:00	0.010	0.0	
909	2018-12-15	06:20:00	0.010	0.0	
910	2018-12-15	06:30:00	-0.102	0.0	
911	2018-12-15	06:40:00	0.010	0.0	
912	2018-12-15	06:50:00	-0.102	0.0	
913	2018-12-15	07:00:00	0.010	0.0	
914	2018-12-15	07:10:00	0.010	0.0	
915	2018-12-15	07:20:00	0.010	0.0	
916	2018-12-15	07:30:00	0.010	0.0	
917	2018-12-15	07:40:00	0.121	0.0	
918	2018-12-15	07:50:00	0.010	10.8	
919	2018-12-15	08:00:00	0.010	53.8	
920	2018-12-15	08:10:00	0.010	139.9	
921	2018-12-15	08:20:00	-0.102	279.9	
922	2018-12-15	08:30:00	-0.102	688.9	
923	2018-12-15	08:40:00	-0.102	1,980.6	
924	2018-12-15	08:50:00	0.121	4,133.4	
925	2018-12-15	09:00:00	0.232	5,166.7	
926	2018-12-15	09:10:00	0.453	5,338.9	
927	2018-12-15	09:20:00	0.563	4,994.5	
928	2018-12-15	09:30:00	0.674	4,477.8	
929	2018-12-15	09:40:00	0.893	4,822.3	
930	2018-12-15	09:50:00	1.112	4,822.3	
931	2018-12-15	10:00:00	1.221	4,822.3	
932	2018-12-15	10:10:00	1.112	4,650.0	
933	2018-12-15	10:20:00	1.330	5,338.9	
934	2018-12-15	10:30:00	1.330	6,200.0	
935	2018-12-15	10:40:00	1.656	7,233.4	
936	2018-12-15	10:50:00	1.764	7,577.8	
937	2018-12-15	11:00:00	1.872	8,266.7	
938	2018-12-15	11:10:00	1.872	9,300.1	
939	2018-12-15	11:20:00	2.088	9,644.5	
940	2018-12-15	11:30:00	1.548	8,611.2	
941	2018-12-15	11:40:00	1.330	7,577.8	
942	2018-12-15	11:50:00	1.656	11,022.3	
943	2018-12-15	12:00:00	1.980	9,644.5	
944	2018-12-15	12:10:00	2.303	10,333.4	
945	2018-12-15	12:20:00	2.410	10,677.8	
946	2018-12-15	12:30:00	2.195	9,644.5	
947	2018-12-15	12:40:00	2.837	150.7	
948	2018-12-15	12:50:00	3.155	150.7	
949	2018-12-15	13:00:00	3.472	150.7	
950	2018-12-15	13:10:00	3.578	139.9	
951	2018-12-15	13:20:00	3.578	150.7	
952	2018-12-15	13:30:00	3.683	150.7	
953	2018-12-15	13:40:00	3.788	129.2	
954	2018-12-15	13:50:00	3.893	96.9	
955	2018-12-15	14:00:00	3.998	118.4	
956	2018-12-15	14:10:00	3.998	118.4	
957	2018-12-15	14:20:00	3.893	64.6	
958	2018-12-15	14:30:00	3.998	32.3	
959	2018-12-15	14:40:00	3.788	32.3	
960	2018-12-15	14:50:00	3.578	32.3	
961	2018-12-15	15:00:00	2.837	5,511.1	
962	2018-12-15	15:10:00	1.439	5,166.7	
963	2018-12-15	15:20:00	1.003	4,994.5	
964	2018-12-15	15:30:00	0.784	2,927.8	
965	2018-12-15	15:40:00	0.453	2,927.8	
966	2018-12-15	15:50:00	0.232	1,980.6	
967	2018-12-15	16:00:00	-0.213	1,194.8	
968	2018-12-15	16:10:00	-0.774	1,033.3	
969	2018-12-15	16:20:00	-1.001	721.2	
970	2018-12-15	16:30:00	-1.570	409.0	
971	2018-12-15	16:40:00	-1.914	172.2	
972	2018-12-15	16:50:00	-1.914	32.3	
973	2018-12-15	17:00:00	-2.261	0.0	
974	2018-12-15	17:10:00	-2.610	0.0	
975	2018-12-15	17:20:00	-2.727	0.0	
976	2018-12-15	17:30:00	-2.727	0.0	
977	2018-12-15	17:40:00	-2.610	0.0	
978	2018-12-15	17:50:00	-2.261	0.0	
979	2018-12-15	18:00:00	-2.261	0.0	
980	2018-12-15	18:10:00	-2.494	0.0	
981	2018-12-15	18:20:00	-2.377	0.0	
982	2018-12-15	18:30:00	-2.494	0.0	
983	2018-12-15	18:40:00	-2.494	0.0	
984	2018-12-15	18:50:00	-2.494	0.0	
985	2018-12-15	19:00:00	-2.377	0.0	
986	2018-12-15	19:10:00	-2.377	0.0	
987	2018-12-15	19:20:00	-2.494	0.0	
988	2018-12-15	19:30:00	-2.727	0.0	
989	2018-12-15	19:40:00	-2.727	0.0	
990	2018-12-15	19:50:00	-2.962	0.0	
991	2018-12-15	20:00:00	-2.844	0.0	
992	2018-12-15	20:10:00	-2.844	0.0	
993	2018-12-15	20:20:00	-2.844	0.0	
994	2018-12-15	20:30:00	-3.079	0.0	
995	2018-12-15	20:40:00	-2.962	0.0	
996	2018-12-15	20:50:00	-2.610	0.0	
997	2018-12-15	21:00:00	-2.610	0.0	
998	2018-12-15	21:10:00	-2.727	0.0	
999	2018-12-15	21:20:00	-2.610	0.0	
1000	2018-12-15	21:30:00	-2.494	0.0	
1001	2018-12-15	21:40:00	-2.377	0.0	
1002	2018-12-15	21:50:00	-2.377	0.0	
1003	2018-12-15	22:00:00	-2.145	0.0	
1004	2018-12-15	22:10:00	-2.145	0.0	
1005	2018-12-15	22:20:00	-2.030	0.0	
1006	2018-12-15	22:30:00	-2.030	0.0	
1007	2018-12-15	22:40:00	-1.914	0.0	
1008	2018-12-15	22:50:00	-1.914	0.0	
1009	2018-12-15	23:00:00	-1.914	0.0	
1010	2018-12-15	23:10:00	-1.799	0.0	
1011	2018-12-15	23:20:00	-1.684	0.0	
1012	2018-12-15	23:30:00	-1.570	0.0	
1013	2018-12-15	23:40:00	-1.570	0.0	
1014	2018-12-15	23:50:00	-1.456	0.0	
1015	2018-12-16	00:00:00	-1.456	0.0	
1016	2018-12-16	00:10:00	-1.456	0.0	
1017	2018-12-16	00:20:00	-1.341	0.0	
1018	2018-12-16	00:30:00	-1.228	0.0	
1019	2018-12-16	00:40:00	-1.114	0.0	
1020	2018-12-16	00:50:00	-1.001	0.0	
1021	2018-12-16	01:00:00	-1.001	0.0	
1022	2018-12-16	01:10:00	-0.887	0.0	
1023	2018-12-16	01:20:00	-0.887	0.0	
1024	2018-12-16	01:30:00	-0.887	0.0	
1025	2018-12-16	01:40:00	-1.001	0.0	
1026	2018-12-16	01:50:00	-1.001	0.0	
1027	2018-12-16	02:00:00	-0.774	0.0	
1028	2018-12-16	02:10:00	-0.774	0.0	
1029	2018-12-16	02:20:00	-1.114	0.0	
1030	2018-12-16	02:30:00	-1.341	0.0	
1031	2018-12-16	02:40:00	-1.341	0.0	
1032	2018-12-16	02:50:00	-1.456	0.0	
1033	2018-12-16	03:00:00	-1.114	0.0	
1034	2018-12-16	03:10:00	-0.662	0.0	
1035	2018-12-16	03:20:00	-0.437	0.0	
1036	2018-12-16	03:30:00	-0.549	0.0	
1037	2018-12-16	03:40:00	-0.662	0.0	
1038	2018-12-16	03:50:00	-0.549	0.0	
1039	2018-12-16	04:00:00	-0.549	0.0	
1040	2018-12-16	04:10:00	-0.549	0.0	
1041	2018-12-16	04:20:00	-0.549	0.0	
1042	2018-12-16	04:30:00	-0.549	0.0	
1043	2018-12-16	04:40:00	-0.662	0.0	
1044	2018-12-16	04:50:00	-0.662	0.0	
1045	2018-12-16	05:00:00	-0.662	0.0	
1046	2018-12-16	05:10:00	-0.662	0.0	
1047	2018-12-16	05:20:00	-0.662	0.0	
1048	2018-12-16	05:30:00	-0.549	0.0	
1049	2018-12-16	05:40:00	-0.662	0.0	
1050	2018-12-16	05:50:00	-0.662	0.0	
1051	2018-12-16	06:00:00	-0.662	0.0	
1052	2018-12-16	06:10:00	-0.549	0.0	
1053	2018-12-16	06:20:00	-0.549	0.0	
1054	2018-12-16	06:30:00	-0.549	0.0	
1055	2018-12-16	06:40:00	-0.437	0.0	
1056	2018-12-16	06:50:00	-0.437	0.0	
1057	2018-12-16	07:00:00	-0.437	0.0	
1058	2018-12-16	07:10:00	-0.437	0.0	
1059	2018-12-16	07:20:00	-0.325	0.0	
1060	2018-12-16	07:30:00	-0.325	0.0	
1061	2018-12-16	07:40:00	-0.213	0.0	
1062	2018-12-16	07:50:00	-0.102	0.0	
1063	2018-12-16	08:00:00	0.232	0.0	
1064	2018-12-16	08:10:00	0.893	32.3	
1065	2018-12-16	08:20:00	1.221	64.6	
1066	2018-12-16	08:30:00	1.764	247.6	
1067	2018-12-16	08:40:00	1.980	979.5	
1068	2018-12-16	08:50:00	2.517	699.7	
1069	2018-12-16	09:00:00	2.624	1,248.6	
1070	2018-12-16	09:10:00	3.049	1,550.0	
1071	2018-12-16	09:20:00	3.261	2,238.9	
1072	2018-12-16	09:30:00	3.261	1,636.1	
1073	2018-12-16	09:40:00	3.367	2,325.0	
1074	2018-12-16	09:50:00	3.578	4,305.6	
1075	2018-12-16	10:00:00	4.207	6,544.5	
1076	2018-12-16	10:10:00	4.623	3,788.9	
1077	2018-12-16	10:20:00	4.519	2,411.1	
1078	2018-12-16	10:30:00	4.727	3,444.5	
1079	2018-12-16	10:40:00	4.934	7,233.4	
1080	2018-12-16	10:50:00	5.244	9,300.1	
1081	2018-12-16	11:00:00	5.450	12,400.1	
1082	2018-12-16	11:10:00	5.962	15,844.5	
1083	2018-12-16	11:20:00	6.471	12,400.1	
1084	2018-12-16	11:30:00	6.166	10,333.4	
1085	2018-12-16	11:40:00	6.573	13,777.9	
1086	2018-12-16	11:50:00	6.573	11,022.3	
1087	2018-12-16	12:00:00	6.877	11,022.3	
1088	2018-12-16	12:10:00	7.381	16,533.4	
1089	2018-12-16	12:20:00	8.182	14,466.8	
1090	2018-12-16	12:30:00	7.882	11,711.2	
1091	2018-12-16	12:40:00	7.782	8,266.7	
1092	2018-12-16	12:50:00	7.782	7,577.8	
1093	2018-12-16	13:00:00	7.983	7,577.8	
1094	2018-12-16	13:10:00	8.182	161.5	
1095	2018-12-16	13:20:00	8.382	150.7	
1096	2018-12-16	13:30:00	8.581	150.7	
