"Plot Title: 10350032"
"#"	"Date"	"Time, GMT+01:00"	"Temp, °C (LGR S/N: 10350032, SEN S/N: 10350032)"	"Intensity, Lux (LGR S/N: 10350032, SEN S/N: 10350032)"	"Coupler Attached (LGR S/N: 10350032)"	"Host Connected (LGR S/N: 10350032)"	"Stopped (LGR S/N: 10350032)"	"End Of File (LGR S/N: 10350032)"
107	15-12-17	08:50:00	5.244	269.1				
108	15-12-17	08:55:00	5.244	344.4				
109	15-12-17	09:00:00	5.347	624.3				
110	15-12-17	09:05:00	5.347	721.2				
111	15-12-17	09:10:00	5.450	882.6				
112	15-12-17	09:15:00	5.552	1,259.4				
113	15-12-17	09:20:00	5.655	1,377.8				
114	15-12-17	09:25:00	5.757	1,377.8				
115	15-12-17	09:30:00	5.860	1,722.2				
116	15-12-17	09:35:00	5.962	1,808.3				
117	15-12-17	09:40:00	6.064	1,377.8				
118	15-12-17	09:45:00	6.064	979.5				
119	15-12-17	09:50:00	6.064	1,097.9				
120	15-12-17	09:55:00	5.962	570.5				
121	15-12-17	10:00:00	5.962	775.0				
122	15-12-17	10:05:00	5.860	796.5				
123	15-12-17	10:10:00	5.962	1,237.9				
124	15-12-17	10:15:00	6.064	1,894.5				
125	15-12-17	10:20:00	6.064	1,808.3				
126	15-12-17	10:25:00	6.166	1,636.1				
127	15-12-17	10:30:00	6.064	1,377.8				
128	15-12-17	10:35:00	6.166	2,583.4				
129	15-12-17	10:40:00	6.166	1,722.2				
130	15-12-17	10:45:00	6.166	1,377.8				
131	15-12-17	10:50:00	6.064	1,291.7				
132	15-12-17	10:55:00	6.064	1,076.4				
133	15-12-17	11:00:00	6.064	1,280.9				
134	15-12-17	11:05:00	6.064	1,894.5				
135	15-12-17	11:10:00	6.166	1,808.3				
136	15-12-17	11:15:00	6.064	2,152.8				
137	15-12-17	11:20:00	5.962	2,411.1				
138	15-12-17	11:25:00	5.962	2,238.9				
139	15-12-17	11:30:00	6.064	2,152.8				
140	15-12-17	11:35:00	5.962	2,238.9				
141	15-12-17	11:40:00	6.064	2,755.6				
142	15-12-17	11:45:00	6.268	2,497.2				
143	15-12-17	11:50:00	6.370	2,325.0				
144	15-12-17	11:55:00	6.471	2,755.6				
145	15-12-17	12:00:00	6.573	3,100.0				
146	15-12-17	12:05:00	6.573	2,497.2				
147	15-12-17	12:10:00	6.471	2,583.4				
148	15-12-17	12:15:00	6.775	4,650.0				
149	15-12-17	12:20:00	6.978	2,927.8				
150	15-12-17	12:25:00	6.775	2,238.9				
151	15-12-17	12:30:00	6.674	2,238.9				
152	15-12-17	12:35:00	6.674	2,927.8				
153	15-12-17	12:40:00	6.573	2,927.8				
154	15-12-17	12:45:00	6.573	2,927.8				
155	15-12-17	12:50:00	6.674	2,669.5				
156	15-12-17	12:55:00	6.674	2,325.0				
157	15-12-17	13:00:00	6.471	1,894.5				
158	15-12-17	13:05:00	6.370	1,894.5				
159	15-12-17	13:10:00	6.370	1,894.5				
160	15-12-17	13:15:00	6.573	3,444.5				
161	15-12-17	13:20:00	6.877	3,272.2				
162	15-12-17	13:25:00	6.978	3,100.0				
163	15-12-17	13:30:00	6.775	2,325.0				
164	15-12-17	13:35:00	6.775	2,583.4				
165	15-12-17	13:40:00	6.573	1,894.5				
166	15-12-17	13:45:00	6.471	1,377.8				
167	15-12-17	13:50:00	6.370	1,033.3				
168	15-12-17	13:55:00	6.370	1,463.9				
169	15-12-17	14:00:00	6.471	1,980.6				
170	15-12-17	14:05:00	6.573	1,722.2				
171	15-12-17	14:10:00	6.370	678.1				
172	15-12-17	14:15:00	6.166	549.0				
173	15-12-17	14:20:00	6.166	1,894.5				
174	15-12-17	14:25:00	6.370	1,636.1				
175	15-12-17	14:30:00	6.471	1,463.9				
176	15-12-17	14:35:00	6.471	1,463.9				
177	15-12-17	14:40:00	6.471	1,463.9				
178	15-12-17	14:45:00	6.471	1,194.8				
179	15-12-17	14:50:00	6.268	775.0				
180	15-12-17	14:55:00	6.268	893.4				
181	15-12-17	15:00:00	6.064	753.5				
182	15-12-17	15:05:00	6.064	1,280.9				
183	15-12-17	15:10:00	6.166	1,248.6				
184	15-12-17	15:15:00	6.370	2,152.8				
185	15-12-17	15:20:00	6.370	818.1				
186	15-12-17	15:25:00	6.166	505.9				
187	15-12-17	15:30:00	6.064	559.7				
188	15-12-17	15:35:00	5.962	710.4				
189	15-12-17	15:40:00	5.962	462.9				
190	15-12-17	15:45:00	5.962	452.1				
191	15-12-17	15:50:00	6.064	441.3				
192	15-12-17	15:55:00	6.064	624.3				
193	15-12-17	16:00:00	6.064	570.5				
194	15-12-17	16:05:00	6.064	495.1				
195	15-12-17	16:10:00	6.064	387.5				
196	15-12-17	16:15:00	5.962	236.8				
197	15-12-17	16:20:00	5.962	161.5				
198	15-12-17	16:25:00	5.860	258.3				
199	15-12-17	16:30:00	5.860	139.9				
200	15-12-17	16:35:00	5.757	53.8				
201	15-12-17	16:40:00	5.757	43.1				
202	15-12-17	16:45:00	5.655	32.3				
203	15-12-17	16:50:00	5.552	10.8				
204	15-12-17	16:55:00	5.552	0.0				
205	15-12-17	17:00:00	5.450	0.0				
206	15-12-17	17:05:00	5.450	0.0				
207	15-12-17	17:10:00	5.347	0.0				
208	15-12-17	17:15:00	5.347	0.0				
209	15-12-17	17:20:00	5.347	0.0				
210	15-12-17	17:25:00	5.450	0.0				
211	15-12-17	17:30:00	5.347	0.0				
212	15-12-17	17:35:00	5.347	0.0				
213	15-12-17	17:40:00	5.244	0.0				
214	15-12-17	17:45:00	5.141	0.0				
215	15-12-17	17:50:00	5.141	0.0				
216	15-12-17	17:55:00	5.141	0.0				
217	15-12-17	18:00:00	5.244	0.0				
218	15-12-17	18:05:00	5.244	0.0				
219	15-12-17	18:10:00	5.244	0.0				
220	15-12-17	18:15:00	5.244	0.0				
221	15-12-17	18:20:00	5.141	0.0				
222	15-12-17	18:25:00	5.037	0.0				
223	15-12-17	18:30:00	4.934	0.0				
224	15-12-17	18:35:00	5.037	0.0				
225	15-12-17	18:40:00	5.141	0.0				
226	15-12-17	18:45:00	5.244	0.0				
227	15-12-17	18:50:00	5.347	0.0				
228	15-12-17	18:55:00	5.347	0.0				
229	15-12-17	19:00:00	5.347	0.0				
230	15-12-17	19:05:00	5.347	0.0				
231	15-12-17	19:10:00	5.450	0.0				
232	15-12-17	19:15:00	5.552	0.0				
233	15-12-17	19:20:00	5.552	0.0				
234	15-12-17	19:25:00	5.450	0.0				
235	15-12-17	19:30:00	5.450	0.0				
236	15-12-17	19:35:00	5.450	0.0				
237	15-12-17	19:40:00	5.450	0.0				
238	15-12-17	19:45:00	5.450	0.0				
239	15-12-17	19:50:00	5.347	0.0				
240	15-12-17	19:55:00	5.450	0.0				
241	15-12-17	20:00:00	5.552	0.0				
242	15-12-17	20:05:00	5.450	0.0				
243	15-12-17	20:10:00	5.552	0.0				
244	15-12-17	20:15:00	5.655	0.0				
245	15-12-17	20:20:00	5.655	0.0				
246	15-12-17	20:25:00	5.757	0.0				
247	15-12-17	20:30:00	5.757	0.0				
248	15-12-17	20:35:00	5.655	0.0				
249	15-12-17	20:40:00	5.552	0.0				
250	15-12-17	20:45:00	5.655	0.0				
251	15-12-17	20:50:00	5.655	0.0				
252	15-12-17	20:55:00	5.655	0.0				
253	15-12-17	21:00:00	5.757	0.0				
254	15-12-17	21:05:00	5.757	0.0				
255	15-12-17	21:10:00	5.757	0.0				
256	15-12-17	21:15:00	5.757	0.0				
257	15-12-17	21:20:00	5.757	0.0				
258	15-12-17	21:25:00	5.655	0.0				
259	15-12-17	21:30:00	5.655	0.0				
260	15-12-17	21:35:00	5.655	0.0				
261	15-12-17	21:40:00	5.552	0.0				
262	15-12-17	21:45:00	5.552	0.0				
263	15-12-17	21:50:00	5.450	0.0				
264	15-12-17	21:55:00	5.552	0.0				
265	15-12-17	22:00:00	5.655	0.0				
266	15-12-17	22:05:00	5.757	0.0				
267	15-12-17	22:10:00	5.757	0.0				
268	15-12-17	22:15:00	5.655	0.0				
269	15-12-17	22:20:00	5.552	0.0				
270	15-12-17	22:25:00	5.347	0.0				
271	15-12-17	22:30:00	5.244	0.0				
272	15-12-17	22:35:00	5.037	0.0				
273	15-12-17	22:40:00	5.037	0.0				
274	15-12-17	22:45:00	5.037	0.0				
275	15-12-17	22:50:00	4.934	0.0				
276	15-12-17	22:55:00	4.934	0.0				
277	15-12-17	23:00:00	4.831	0.0				
278	15-12-17	23:05:00	4.831	0.0				
279	15-12-17	23:10:00	4.934	0.0				
280	15-12-17	23:15:00	4.934	0.0				
281	15-12-17	23:20:00	4.934	0.0				
282	15-12-17	23:25:00	4.831	0.0				
283	15-12-17	23:30:00	4.727	0.0				
284	15-12-17	23:35:00	4.519	0.0				
285	15-12-17	23:40:00	4.519	0.0				
286	15-12-17	23:45:00	4.623	0.0				
287	15-12-17	23:50:00	4.519	0.0				
288	15-12-17	23:55:00	4.519	0.0				
289	16-12-17	00:00:00	4.519	0.0				
290	16-12-17	00:05:00	4.311	0.0				
291	16-12-17	00:10:00	4.311	0.0				
292	16-12-17	00:15:00	4.623	0.0				
293	16-12-17	00:20:00	4.934	0.0				
294	16-12-17	00:25:00	5.141	0.0				
295	16-12-17	00:30:00	5.141	0.0				
296	16-12-17	00:35:00	5.141	0.0				
297	16-12-17	00:40:00	5.244	0.0				
298	16-12-17	00:45:00	5.141	0.0				
299	16-12-17	00:50:00	5.141	0.0				
300	16-12-17	00:55:00	5.141	0.0				
301	16-12-17	01:00:00	5.037	0.0				
302	16-12-17	01:05:00	4.934	0.0				
303	16-12-17	01:10:00	4.831	0.0				
304	16-12-17	01:15:00	4.727	0.0				
305	16-12-17	01:20:00	4.727	0.0				
306	16-12-17	01:25:00	4.519	0.0				
307	16-12-17	01:30:00	4.519	0.0				
308	16-12-17	01:35:00	4.519	0.0				
309	16-12-17	01:40:00	4.727	0.0				
310	16-12-17	01:45:00	4.623	0.0				
311	16-12-17	01:50:00	4.415	0.0				
312	16-12-17	01:55:00	4.311	0.0				
313	16-12-17	02:00:00	4.207	0.0				
314	16-12-17	02:05:00	4.311	0.0				
315	16-12-17	02:10:00	4.311	0.0				
316	16-12-17	02:15:00	4.207	0.0				
317	16-12-17	02:20:00	3.998	0.0				
318	16-12-17	02:25:00	4.102	0.0				
319	16-12-17	02:30:00	4.207	0.0				
320	16-12-17	02:35:00	4.207	0.0				
321	16-12-17	02:40:00	4.207	0.0				
322	16-12-17	02:45:00	4.102	0.0				
323	16-12-17	02:50:00	3.998	0.0				
324	16-12-17	02:55:00	4.207	0.0				
325	16-12-17	03:00:00	4.415	0.0				
326	16-12-17	03:05:00	4.415	0.0				
327	16-12-17	03:10:00	4.519	0.0				
328	16-12-17	03:15:00	4.519	0.0				
329	16-12-17	03:20:00	4.519	0.0				
330	16-12-17	03:25:00	4.415	0.0				
331	16-12-17	03:30:00	4.415	0.0				
332	16-12-17	03:35:00	4.415	0.0				
333	16-12-17	03:40:00	4.311	0.0				
334	16-12-17	03:45:00	4.415	0.0				
335	16-12-17	03:50:00	4.311	0.0				
336	16-12-17	03:55:00	4.311	0.0				
337	16-12-17	04:00:00	4.311	0.0				
338	16-12-17	04:05:00	4.311	0.0				
339	16-12-17	04:10:00	4.311	0.0				
340	16-12-17	04:15:00	4.311	0.0				
341	16-12-17	04:20:00	4.207	0.0				
342	16-12-17	04:25:00	4.207	0.0				
343	16-12-17	04:30:00	4.207	0.0				
344	16-12-17	04:35:00	4.207	0.0				
345	16-12-17	04:40:00	4.102	0.0				
346	16-12-17	04:45:00	3.998	0.0				
347	16-12-17	04:50:00	3.893	0.0				
348	16-12-17	04:55:00	3.893	0.0				
349	16-12-17	05:00:00	3.788	0.0				
350	16-12-17	05:05:00	3.578	0.0				
351	16-12-17	05:10:00	3.472	0.0				
352	16-12-17	05:15:00	3.472	0.0				
353	16-12-17	05:20:00	3.367	0.0				
354	16-12-17	05:25:00	3.367	0.0				
355	16-12-17	05:30:00	3.367	0.0				
356	16-12-17	05:35:00	3.261	0.0				
357	16-12-17	05:40:00	3.155	0.0				
358	16-12-17	05:45:00	3.049	0.0				
359	16-12-17	05:50:00	3.049	0.0				
360	16-12-17	05:55:00	3.049	0.0				
361	16-12-17	06:00:00	3.155	0.0				
362	16-12-17	06:05:00	3.155	0.0				
363	16-12-17	06:10:00	3.155	0.0				
364	16-12-17	06:15:00	3.155	0.0				
365	16-12-17	06:20:00	3.155	0.0				
366	16-12-17	06:25:00	3.049	0.0				
367	16-12-17	06:30:00	3.049	0.0				
368	16-12-17	06:35:00	3.049	0.0				
369	16-12-17	06:40:00	2.943	0.0				
370	16-12-17	06:45:00	3.049	0.0				
371	16-12-17	06:50:00	3.049	0.0				
372	16-12-17	06:55:00	2.943	0.0				
373	16-12-17	07:00:00	2.837	0.0				
374	16-12-17	07:05:00	2.730	0.0				
375	16-12-17	07:10:00	2.730	0.0				
376	16-12-17	07:15:00	2.943	0.0				
377	16-12-17	07:20:00	2.837	0.0				
378	16-12-17	07:25:00	2.730	0.0				
379	16-12-17	07:30:00	2.730	0.0				
380	16-12-17	07:35:00	2.624	0.0				
381	16-12-17	07:40:00	2.624	0.0				
382	16-12-17	07:45:00	2.730	0.0				
383	16-12-17	07:50:00	2.837	0.0				
384	16-12-17	07:55:00	2.837	0.0				
385	16-12-17	08:00:00	2.837	0.0				
386	16-12-17	08:05:00	2.837	0.0				
387	16-12-17	08:10:00	2.837	0.0				
388	16-12-17	08:15:00	2.943	0.0				
389	16-12-17	08:20:00	2.943	0.0				
390	16-12-17	08:25:00	2.943	10.8				
391	16-12-17	08:30:00	2.943	32.3				
392	16-12-17	08:35:00	3.049	43.1				
393	16-12-17	08:40:00	3.049	64.6				
394	16-12-17	08:45:00	3.049	107.6				
395	16-12-17	08:50:00	3.049	86.1				
396	16-12-17	08:55:00	3.155	86.1				
397	16-12-17	09:00:00	3.155	75.3				
398	16-12-17	09:05:00	3.155	86.1				
399	16-12-17	09:10:00	3.049	139.9				
400	16-12-17	09:15:00	3.049	139.9				
401	16-12-17	09:20:00	3.049	150.7				
402	16-12-17	09:25:00	3.049	150.7				
403	16-12-17	09:30:00	3.049	150.7				
404	16-12-17	09:35:00	3.155	150.7				
405	16-12-17	09:40:00	3.155	139.9				
406	16-12-17	09:45:00	3.155	215.3				
407	16-12-17	09:50:00	3.155	247.6				
408	16-12-17	09:55:00	3.155	279.9				
409	16-12-17	10:00:00	3.049	204.5				
410	16-12-17	10:05:00	2.943	172.2				
411	16-12-17	10:10:00	2.730	150.7				
412	16-12-17	10:15:00	2.624	161.5				
413	16-12-17	10:20:00	2.624	183.0				
414	16-12-17	10:25:00	2.517	204.5				
415	16-12-17	10:30:00	2.410	204.5				
416	16-12-17	10:35:00	2.410	258.3				
417	16-12-17	10:40:00	2.303	236.8				
418	16-12-17	10:45:00	2.195	269.1				
419	16-12-17	10:50:00	2.303	258.3				
420	16-12-17	10:55:00	2.303	226.0				
421	16-12-17	11:00:00	2.410	247.6				
422	16-12-17	11:05:00	2.517	344.4				
423	16-12-17	11:10:00	2.624	462.9				
424	16-12-17	11:15:00	2.730	538.2				
425	16-12-17	11:20:00	2.837	452.1				
426	16-12-17	11:25:00	2.943	452.1				
427	16-12-17	11:30:00	3.049	398.3				
428	16-12-17	11:35:00	3.049	344.4				
429	16-12-17	11:40:00	3.049	333.7				
430	16-12-17	11:45:00	2.943	247.6				
431	16-12-17	11:50:00	2.837	226.0				
432	16-12-17	11:55:00	2.730	322.9				
433	16-12-17	12:00:00	2.624	430.6				
434	16-12-17	12:05:00	2.517	592.0				
435	16-12-17	12:10:00	2.303	452.1				
436	16-12-17	12:15:00	2.088	419.8				
437	16-12-17	12:20:00	1.872	398.3				
438	16-12-17	12:25:00	1.764	495.1				
439	16-12-17	12:30:00	1.764	441.3				
440	16-12-17	12:35:00	1.656	559.7				
441	16-12-17	12:40:00	1.548	602.8				
442	16-12-17	12:45:00	1.548	387.5				
443	16-12-17	12:50:00	1.439	462.9				
444	16-12-17	12:55:00	1.439	484.4				
445	16-12-17	13:00:00	1.330	419.8				
446	16-12-17	13:05:00	1.439	559.7				
447	16-12-17	13:10:00	1.548	656.6				
448	16-12-17	13:15:00	1.548	527.4				
449	16-12-17	13:20:00	1.656	581.3				
450	16-12-17	13:25:00	1.764	667.4				
451	16-12-17	13:30:00	1.872	785.8				
452	16-12-17	13:35:00	1.980	753.5				
453	16-12-17	13:40:00	2.088	688.9				
454	16-12-17	13:45:00	2.195	1,345.5				
455	16-12-17	13:50:00	2.517	1,087.2				
456	16-12-17	13:55:00	2.624	1,054.9				
457	16-12-17	14:00:00	2.730	990.3				
458	16-12-17	14:05:00	2.730	871.9				
459	16-12-17	14:10:00	2.837	839.6				
460	16-12-17	14:15:00	2.837	699.7				
461	16-12-17	14:20:00	2.837	699.7				
462	16-12-17	14:25:00	2.943	1,463.9				
463	16-12-17	14:30:00	2.943	1,227.1				
464	16-12-17	14:35:00	3.049	1,291.7				
465	16-12-17	14:40:00	3.049	1,248.6				
466	16-12-17	14:45:00	3.155	1,324.0				
467	16-12-17	14:50:00	3.155	1,636.1				
468	16-12-17	14:55:00	3.261	1,377.8				
469	16-12-17	15:00:00	3.261	1,722.2				
470	16-12-17	15:05:00	3.367	1,636.1				
471	16-12-17	15:10:00	3.261	1,550.0				
472	16-12-17	15:15:00	3.155	1,313.2				
473	16-12-17	15:20:00	3.261	1,302.4				
474	16-12-17	15:25:00	3.261	1,033.3				
475	16-12-17	15:30:00	3.261	1,076.4				
476	16-12-17	15:35:00	3.261	1,033.3				
477	16-12-17	15:40:00	3.261	893.4				
478	16-12-17	15:45:00	3.155	656.6				
479	16-12-17	15:50:00	3.049	484.4				
480	16-12-17	15:55:00	2.943	344.4				
481	16-12-17	16:00:00	2.837	215.3				
482	16-12-17	16:05:00	2.730	139.9				
483	16-12-17	16:10:00	2.730	96.9				
484	16-12-17	16:15:00	2.730	64.6				
485	16-12-17	16:20:00	2.730	43.1				
486	16-12-17	16:25:00	2.624	32.3				
487	16-12-17	16:30:00	2.624	43.1				
488	16-12-17	16:35:00	2.517	43.1				
489	16-12-17	16:40:00	2.517	21.5				
490	16-12-17	16:45:00	2.517	10.8				
491	16-12-17	16:50:00	2.517	0.0				
492	16-12-17	16:55:00	2.517	0.0				
493	16-12-17	17:00:00	2.517	0.0				
494	16-12-17	17:05:00	2.517	0.0				
495	16-12-17	17:10:00	2.410	0.0				
496	16-12-17	17:15:00	2.410	0.0				
497	16-12-17	17:20:00	2.303	0.0				
498	16-12-17	17:25:00	2.303	0.0				
499	16-12-17	17:30:00	2.195	0.0				
500	16-12-17	17:35:00	2.195	0.0				
501	16-12-17	17:40:00	2.303	0.0				
502	16-12-17	17:45:00	2.195	0.0				
503	16-12-17	17:50:00	2.303	0.0				
504	16-12-17	17:55:00	2.303	0.0				
505	16-12-17	18:00:00	2.195	0.0				
506	16-12-17	18:05:00	2.088	0.0				
507	16-12-17	18:10:00	1.980	0.0				
508	16-12-17	18:15:00	1.872	0.0				
509	16-12-17	18:20:00	1.764	0.0				
510	16-12-17	18:25:00	1.548	0.0				
511	16-12-17	18:30:00	1.439	0.0				
512	16-12-17	18:35:00	1.330	0.0				
513	16-12-17	18:40:00	1.330	0.0				
514	16-12-17	18:45:00	1.330	0.0				
515	16-12-17	18:50:00	1.221	0.0				
516	16-12-17	18:55:00	1.330	0.0				
517	16-12-17	19:00:00	1.330	0.0				
518	16-12-17	19:05:00	1.439	0.0				
519	16-12-17	19:10:00	1.548	0.0				
520	16-12-17	19:15:00	1.439	0.0				
521	16-12-17	19:20:00	1.439	0.0				
522	16-12-17	19:25:00	1.439	0.0				
523	16-12-17	19:30:00	1.330	0.0				
524	16-12-17	19:35:00	1.330	0.0				
525	16-12-17	19:40:00	1.221	0.0				
526	16-12-17	19:45:00	1.330	0.0				
527	16-12-17	19:50:00	1.330	0.0				
528	16-12-17	19:55:00	1.330	0.0				
529	16-12-17	20:00:00	1.330	0.0				
530	16-12-17	20:05:00	1.439	0.0				
531	16-12-17	20:10:00	1.439	0.0				
532	16-12-17	20:15:00	1.439	0.0				
533	16-12-17	20:20:00	1.439	0.0				
534	16-12-17	20:25:00	1.439	0.0				
535	16-12-17	20:30:00	1.548	0.0				
536	16-12-17	20:35:00	1.439	0.0				
537	16-12-17	20:40:00	1.439	0.0				
538	16-12-17	20:45:00	1.548	0.0				
539	16-12-17	20:50:00	1.548	0.0				
540	16-12-17	20:55:00	1.548	0.0				
541	16-12-17	21:00:00	1.656	0.0				
542	16-12-17	21:05:00	1.656	0.0				
543	16-12-17	21:10:00	1.656	0.0				
544	16-12-17	21:15:00	1.656	0.0				
545	16-12-17	21:20:00	1.656	0.0				
546	16-12-17	21:25:00	1.656	0.0				
547	16-12-17	21:30:00	1.656	0.0				
548	16-12-17	21:35:00	1.656	0.0				
549	16-12-17	21:40:00	1.656	0.0				
550	16-12-17	21:45:00	1.764	0.0				
551	16-12-17	21:50:00	1.764	0.0				
552	16-12-17	21:55:00	1.764	0.0				
553	16-12-17	22:00:00	1.764	0.0				
554	16-12-17	22:05:00	1.656	0.0				
555	16-12-17	22:10:00	1.656	0.0				
556	16-12-17	22:15:00	1.656	0.0				
557	16-12-17	22:20:00	1.656	0.0				
558	16-12-17	22:25:00	1.656	0.0				
559	16-12-17	22:30:00	1.656	0.0				
560	16-12-17	22:35:00	1.548	0.0				
561	16-12-17	22:40:00	1.548	0.0				
562	16-12-17	22:45:00	1.656	0.0				
563	16-12-17	22:50:00	1.656	0.0				
564	16-12-17	22:55:00	1.764	0.0				
565	16-12-17	23:00:00	1.764	0.0				
566	16-12-17	23:05:00	1.872	0.0				
567	16-12-17	23:10:00	1.872	0.0				
568	16-12-17	23:15:00	1.980	0.0				
569	16-12-17	23:20:00	1.980	0.0				
570	16-12-17	23:25:00	1.980	0.0				
571	16-12-17	23:30:00	2.088	0.0				
572	16-12-17	23:35:00	2.088	0.0				
573	16-12-17	23:40:00	2.088	0.0				
574	16-12-17	23:45:00	2.088	0.0				
575	16-12-17	23:50:00	2.088	0.0				
576	16-12-17	23:55:00	1.980	0.0				
577	17-12-17	00:00:00	1.980	0.0				
578	17-12-17	00:05:00	1.980	0.0				
579	17-12-17	00:10:00	1.980	0.0				
580	17-12-17	00:15:00	1.980	0.0				
581	17-12-17	00:20:00	1.980	0.0				
582	17-12-17	00:25:00	1.980	0.0				
583	17-12-17	00:30:00	1.980	0.0				
584	17-12-17	00:35:00	1.980	0.0				
585	17-12-17	00:40:00	1.980	0.0				
