"Plot Title: 10347318"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10347318, SEN S/N: 10347318)","Intensity, Lux (LGR S/N: 10347318, SEN S/N: 10347318)","Bad Battery (LGR S/N: 10347318)","Coupler Attached (LGR S/N: 10347318)","Host Connected (LGR S/N: 10347318)","Stopped (LGR S/N: 10347318)","End Of File (LGR S/N: 10347318)"
1,29/11/2020 18:00:00,3.367,0.0,,,,,
2,29/11/2020 18:10:00,3.578,0.0,,,,,
3,29/11/2020 18:20:00,3.472,0.0,,,,,
4,29/11/2020 18:30:00,3.261,0.0,,,,,
5,29/11/2020 18:40:00,3.261,0.0,,,,,
6,29/11/2020 18:50:00,2.837,0.0,,,,,
7,29/11/2020 19:00:00,2.943,0.0,,,,,
8,29/11/2020 19:10:00,2.624,0.0,,,,,
9,29/11/2020 19:20:00,2.517,0.0,,,,,
10,29/11/2020 19:30:00,2.088,0.0,,,,,
11,29/11/2020 19:40:00,2.088,0.0,,,,,
12,29/11/2020 19:50:00,2.195,0.0,,,,,
13,29/11/2020 20:00:00,2.410,0.0,,,,,
14,29/11/2020 20:10:00,1.548,0.0,,,,,
15,29/11/2020 20:20:00,1.548,0.0,,,,,
16,29/11/2020 20:30:00,1.872,0.0,,,,,
17,29/11/2020 20:40:00,1.656,0.0,,,,,
18,29/11/2020 20:50:00,1.764,0.0,,,,,
19,29/11/2020 21:00:00,1.764,0.0,,,,,
20,29/11/2020 21:10:00,1.764,0.0,,,,,
21,29/11/2020 21:20:00,1.548,0.0,,,,,
22,29/11/2020 21:30:00,1.656,0.0,,,,,
23,29/11/2020 21:40:00,1.656,0.0,,,,,
24,29/11/2020 21:50:00,1.221,0.0,,,,,
25,29/11/2020 22:00:00,1.003,0.0,,,,,
26,29/11/2020 22:10:00,1.548,0.0,,,,,
27,29/11/2020 22:20:00,1.872,0.0,,,,,
28,29/11/2020 22:30:00,2.088,0.0,,,,,
29,29/11/2020 22:40:00,2.410,0.0,,,,,
30,29/11/2020 22:50:00,1.548,0.0,,,,,
31,29/11/2020 23:00:00,1.003,0.0,,,,,
32,29/11/2020 23:10:00,1.112,0.0,,,,,
33,29/11/2020 23:20:00,1.330,0.0,,,,,
34,29/11/2020 23:30:00,1.548,0.0,,,,,
35,29/11/2020 23:40:00,1.656,0.0,,,,,
36,29/11/2020 23:50:00,1.112,0.0,,,,,
37,30/11/2020 00:00:00,0.784,0.0,,,,,
38,30/11/2020 00:10:00,0.784,0.0,,,,,
39,30/11/2020 00:20:00,0.784,0.0,,,,,
40,30/11/2020 00:30:00,1.003,0.0,,,,,
41,30/11/2020 00:40:00,0.893,0.0,,,,,
42,30/11/2020 00:50:00,1.112,0.0,,,,,
43,30/11/2020 01:00:00,1.112,0.0,,,,,
44,30/11/2020 01:10:00,1.221,0.0,,,,,
45,30/11/2020 01:20:00,1.112,0.0,,,,,
46,30/11/2020 01:30:00,1.221,0.0,,,,,
47,30/11/2020 01:40:00,1.548,0.0,,,,,
48,30/11/2020 01:50:00,1.330,0.0,,,,,
49,30/11/2020 02:00:00,0.893,0.0,,,,,
50,30/11/2020 02:10:00,0.563,0.0,,,,,
51,30/11/2020 02:20:00,0.563,0.0,,,,,
52,30/11/2020 02:30:00,0.232,0.0,,,,,
53,30/11/2020 02:40:00,0.010,0.0,,,,,
54,30/11/2020 02:50:00,0.343,0.0,,,,,
55,30/11/2020 03:00:00,0.010,0.0,,,,,
56,30/11/2020 03:10:00,0.674,0.0,,,,,
57,30/11/2020 03:20:00,0.343,0.0,,,,,
58,30/11/2020 03:30:00,-0.102,0.0,Logged,,,,
59,30/11/2020 03:40:00,-0.549,0.0,,,,,
60,30/11/2020 03:50:00,-0.774,0.0,,,,,
61,30/11/2020 04:00:00,-0.549,0.0,,,,,
62,30/11/2020 04:10:00,-0.549,0.0,,,,,
63,30/11/2020 04:20:00,-0.437,0.0,,,,,
64,30/11/2020 04:30:00,-0.774,0.0,,,,,
65,30/11/2020 04:40:00,-0.437,0.0,,,,,
66,30/11/2020 04:50:00,-0.213,0.0,,,,,
67,30/11/2020 05:00:00,-0.102,0.0,,,,,
68,30/11/2020 05:10:00,0.010,0.0,,,,,
69,30/11/2020 05:20:00,-0.102,0.0,,,,,
70,30/11/2020 05:30:00,-0.102,0.0,,,,,
71,30/11/2020 05:40:00,0.010,0.0,,,,,
72,30/11/2020 05:50:00,-0.102,0.0,,,,,
73,30/11/2020 06:00:00,-0.102,0.0,,,,,
74,30/11/2020 06:10:00,-0.325,0.0,,,,,
75,30/11/2020 06:20:00,-0.437,0.0,,,,,
76,30/11/2020 06:30:00,-0.549,0.0,,,,,
77,30/11/2020 06:40:00,-0.662,0.0,,,,,
78,30/11/2020 06:50:00,-0.774,0.0,,,,,
79,30/11/2020 07:00:00,-1.001,0.0,,,,,
80,30/11/2020 07:10:00,-0.887,0.0,,,,,
81,30/11/2020 07:20:00,-0.213,0.0,,,,,
82,30/11/2020 07:30:00,-0.213,0.0,,,,,
83,30/11/2020 07:40:00,-0.213,0.0,,,,,
84,30/11/2020 07:50:00,-0.549,10.8,,,,,
85,30/11/2020 08:00:00,-0.774,32.3,,,,,
86,30/11/2020 08:10:00,-0.549,86.1,,,,,
87,30/11/2020 08:20:00,-0.662,226.0,,,,,
88,30/11/2020 08:30:00,-0.662,366.0,,,,,
89,30/11/2020 08:40:00,-0.437,645.8,,,,,
90,30/11/2020 08:50:00,-0.102,850.4,,,,,
91,30/11/2020 09:00:00,0.121,1151.7,,,,,
92,30/11/2020 09:10:00,0.343,1377.8,,,,,
93,30/11/2020 09:20:00,0.232,1894.5,,,,,
94,30/11/2020 09:30:00,0.563,1894.5,,,,,
95,30/11/2020 09:40:00,0.784,1636.1,,,,,
96,30/11/2020 09:50:00,0.453,1722.2,,,,,
97,30/11/2020 10:00:00,1.003,3616.7,,,,,
98,30/11/2020 10:10:00,2.195,5166.7,,,,,
99,30/11/2020 10:20:00,2.624,6544.5,,,,,
100,30/11/2020 10:30:00,2.943,8611.2,,,,,
101,30/11/2020 10:40:00,3.472,10677.8,,,,,
102,30/11/2020 10:50:00,4.831,13089.0,,,,,
103,30/11/2020 11:00:00,6.166,16533.4,,,,,
104,30/11/2020 11:10:00,7.280,18600.1,,,,,
105,30/11/2020 11:20:00,7.882,19289.0,,,,,
106,30/11/2020 11:30:00,7.682,19289.0,,,,,
107,30/11/2020 11:40:00,8.779,18600.1,,,,,
108,30/11/2020 11:50:00,9.965,19977.9,,,,,
109,30/11/2020 12:00:00,9.866,22044.6,,,,,
110,30/11/2020 12:10:00,9.866,23422.4,,,,,
111,30/11/2020 12:20:00,10.357,22044.6,,,,,
112,30/11/2020 12:30:00,11.041,23422.4,,,,,
113,30/11/2020 12:40:00,12.110,23422.4,,,,,
114,30/11/2020 12:50:00,11.819,24800.2,,,,,
115,30/11/2020 13:00:00,12.883,24800.2,,,,,
116,30/11/2020 13:10:00,13.173,22044.6,,,,,
117,30/11/2020 13:20:00,14.421,21355.7,,,,,
118,30/11/2020 13:30:00,14.517,20666.8,,,,,
119,30/11/2020 13:40:00,14.038,20666.8,,,,,
120,30/11/2020 13:50:00,14.517,22044.6,,,,,
121,30/11/2020 14:00:00,13.654,22044.6,,,,,
122,30/11/2020 14:10:00,13.654,24800.2,,,,,
123,30/11/2020 14:20:00,17.760,26178.0,,,,,
124,30/11/2020 14:30:00,21.760,26178.0,,,,,
125,30/11/2020 14:40:00,21.664,26178.0,,,,,
126,30/11/2020 14:50:00,23.196,24800.2,,,,,
127,30/11/2020 15:00:00,21.187,22044.6,,,,,
128,30/11/2020 15:10:00,17.950,22044.6,,,,,
129,30/11/2020 15:20:00,17.570,19977.9,,,,,
130,30/11/2020 15:30:00,16.903,17222.3,,,,,
131,30/11/2020 15:40:00,14.709,16533.4,,,,,
132,30/11/2020 15:50:00,15.091,13089.0,,,,,
133,30/11/2020 16:00:00,13.076,9300.1,,,,,
134,30/11/2020 16:10:00,11.041,4650.0,,,,,
135,30/11/2020 16:20:00,6.775,667.4,,,,,
136,30/11/2020 16:30:00,5.037,376.7,,,,,
137,30/11/2020 16:40:00,4.831,139.9,,,,,
138,30/11/2020 16:50:00,4.311,86.1,,,,,
139,30/11/2020 17:00:00,3.578,43.1,,,,,
140,30/11/2020 17:10:00,2.730,0.0,,,,,
141,30/11/2020 17:20:00,2.410,0.0,,,,,
142,30/11/2020 17:30:00,2.410,0.0,,,,,
143,30/11/2020 17:40:00,2.195,0.0,,,,,
144,30/11/2020 17:50:00,2.195,0.0,,,,,
145,30/11/2020 18:00:00,1.872,0.0,,,,,
146,30/11/2020 18:10:00,2.837,0.0,,,,,
147,30/11/2020 18:20:00,2.088,0.0,,,,,
148,30/11/2020 18:30:00,1.764,0.0,,,,,
149,30/11/2020 18:40:00,1.656,0.0,,,,,
150,30/11/2020 18:50:00,1.656,0.0,,,,,
151,30/11/2020 19:00:00,2.088,0.0,,,,,
152,30/11/2020 19:10:00,1.872,0.0,,,,,
153,30/11/2020 19:20:00,2.088,0.0,,,,,
154,30/11/2020 19:30:00,1.439,0.0,,,,,
155,30/11/2020 19:40:00,1.439,0.0,,,,,
156,30/11/2020 19:50:00,1.764,0.0,,,,,
157,30/11/2020 20:00:00,1.003,0.0,,,,,
158,30/11/2020 20:10:00,1.003,0.0,,,,,
159,30/11/2020 20:20:00,0.893,0.0,,,,,
160,30/11/2020 20:30:00,0.893,0.0,,,,,
161,30/11/2020 20:40:00,1.221,0.0,,,,,
162,30/11/2020 20:50:00,1.003,0.0,,,,,
163,30/11/2020 21:00:00,0.784,0.0,,,,,
164,30/11/2020 21:10:00,1.003,0.0,,,,,
165,30/11/2020 21:20:00,1.112,0.0,,,,,
166,30/11/2020 21:30:00,0.784,0.0,,,,,
167,30/11/2020 21:40:00,1.112,0.0,,,,,
168,30/11/2020 21:50:00,1.330,0.0,,,,,
169,30/11/2020 22:00:00,1.003,0.0,,,,,
170,30/11/2020 22:10:00,0.674,0.0,,,,,
171,30/11/2020 22:20:00,0.563,0.0,,,,,
172,30/11/2020 22:30:00,0.453,0.0,,,,,
173,30/11/2020 22:40:00,0.563,0.0,,,,,
174,30/11/2020 22:50:00,0.674,0.0,,,,,
175,30/11/2020 23:00:00,0.563,0.0,,,,,
176,30/11/2020 23:10:00,0.784,0.0,,,,,
177,30/11/2020 23:20:00,1.112,0.0,,,,,
178,30/11/2020 23:30:00,1.656,0.0,,,,,
179,30/11/2020 23:40:00,1.330,0.0,,,,,
180,30/11/2020 23:50:00,1.439,0.0,,,,,
