"Plot Title: 10350090"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10350090, SEN S/N: 10350090)","Intensity, Lux (LGR S/N: 10350090, SEN S/N: 10350090)","Coupler Attached (LGR S/N: 10350090)","Host Connected (LGR S/N: 10350090)","Stopped (LGR S/N: 10350090)","End Of File (LGR S/N: 10350090)"
1,29/11/2020 18:00:00,23.100,0.0,,,,
2,29/11/2020 18:10:00,23.100,0.0,,,,
3,29/11/2020 18:20:00,23.004,0.0,,,,
4,29/11/2020 18:30:00,23.004,0.0,,,,
5,29/11/2020 18:40:00,23.004,0.0,,,,
6,29/11/2020 18:50:00,23.004,0.0,,,,
7,29/11/2020 19:00:00,23.004,0.0,,,,
8,29/11/2020 19:10:00,22.908,0.0,,,,
9,29/11/2020 19:20:00,23.004,0.0,,,,
10,29/11/2020 19:30:00,23.004,0.0,,,,
11,29/11/2020 19:40:00,23.004,0.0,,,,
12,29/11/2020 19:50:00,23.004,0.0,,,,
13,29/11/2020 20:00:00,23.004,0.0,,,,
14,29/11/2020 20:10:00,23.004,0.0,,,,
15,29/11/2020 20:20:00,23.004,0.0,,,,
16,29/11/2020 20:30:00,23.004,0.0,,,,
17,29/11/2020 20:40:00,23.004,0.0,,,,
18,29/11/2020 20:50:00,23.004,0.0,,,,
19,29/11/2020 21:00:00,23.004,0.0,,,,
20,29/11/2020 21:10:00,23.004,0.0,,,,
21,29/11/2020 21:20:00,23.004,0.0,,,,
22,29/11/2020 21:30:00,23.004,0.0,,,,
23,29/11/2020 21:40:00,23.004,0.0,,,,
24,29/11/2020 21:50:00,23.004,0.0,,,,
25,29/11/2020 22:00:00,23.004,0.0,,,,
26,29/11/2020 22:10:00,23.004,0.0,,,,
27,29/11/2020 22:20:00,23.100,0.0,,,,
28,29/11/2020 22:30:00,23.100,0.0,,,,
29,29/11/2020 22:40:00,23.100,0.0,,,,
30,29/11/2020 22:50:00,23.100,0.0,,,,
31,29/11/2020 23:00:00,21.569,0.0,,,,
32,29/11/2020 23:10:00,21.951,0.0,,,,
33,29/11/2020 23:20:00,22.333,0.0,,,,
34,29/11/2020 23:30:00,22.525,0.0,,,,
35,29/11/2020 23:40:00,22.525,0.0,,,,
36,29/11/2020 23:50:00,22.525,0.0,,,,
37,30/11/2020 00:00:00,22.429,0.0,,,,
38,30/11/2020 00:10:00,22.429,0.0,,,,
39,30/11/2020 00:20:00,22.429,0.0,,,,
40,30/11/2020 00:30:00,22.429,0.0,,,,
41,30/11/2020 00:40:00,22.429,0.0,,,,
42,30/11/2020 00:50:00,22.429,0.0,,,,
43,30/11/2020 01:00:00,22.429,0.0,,,,
44,30/11/2020 01:10:00,22.429,0.0,,,,
45,30/11/2020 01:20:00,22.429,0.0,,,,
46,30/11/2020 01:30:00,22.429,0.0,,,,
47,30/11/2020 01:40:00,22.429,0.0,,,,
48,30/11/2020 01:50:00,22.429,0.0,,,,
49,30/11/2020 02:00:00,22.429,0.0,,,,
50,30/11/2020 02:10:00,22.429,0.0,,,,
51,30/11/2020 02:20:00,22.429,0.0,,,,
52,30/11/2020 02:30:00,22.429,0.0,,,,
53,30/11/2020 02:40:00,22.429,0.0,,,,
54,30/11/2020 02:50:00,22.429,0.0,,,,
55,30/11/2020 03:00:00,22.429,0.0,,,,
56,30/11/2020 03:10:00,22.429,0.0,,,,
57,30/11/2020 03:20:00,22.429,0.0,,,,
58,30/11/2020 03:30:00,22.429,0.0,,,,
59,30/11/2020 03:40:00,22.429,0.0,,,,
60,30/11/2020 03:50:00,22.429,0.0,,,,
61,30/11/2020 04:00:00,22.429,0.0,,,,
62,30/11/2020 04:10:00,22.429,0.0,,,,
63,30/11/2020 04:20:00,22.429,0.0,,,,
64,30/11/2020 04:30:00,22.429,0.0,,,,
65,30/11/2020 04:40:00,22.333,0.0,,,,
66,30/11/2020 04:50:00,22.333,0.0,,,,
67,30/11/2020 05:00:00,22.429,0.0,,,,
68,30/11/2020 05:10:00,22.429,0.0,,,,
69,30/11/2020 05:20:00,22.429,0.0,,,,
70,30/11/2020 05:30:00,22.333,0.0,,,,
71,30/11/2020 05:40:00,22.333,0.0,,,,
72,30/11/2020 05:50:00,22.333,0.0,,,,
73,30/11/2020 06:00:00,22.333,0.0,,,,
74,30/11/2020 06:10:00,22.429,0.0,,,,
75,30/11/2020 06:20:00,22.429,0.0,,,,
76,30/11/2020 06:30:00,22.333,0.0,,,,
77,30/11/2020 06:40:00,22.333,0.0,,,,
78,30/11/2020 06:50:00,22.333,0.0,,,,
79,30/11/2020 07:00:00,22.333,0.0,,,,
80,30/11/2020 07:10:00,22.333,0.0,,,,
81,30/11/2020 07:20:00,22.333,0.0,,,,
82,30/11/2020 07:30:00,21.855,0.0,,,,
83,30/11/2020 07:40:00,20.329,0.0,,,,
84,30/11/2020 07:50:00,20.996,0.0,,,,
85,30/11/2020 08:00:00,21.473,0.0,,,,
86,30/11/2020 08:10:00,21.760,0.0,,,,
87,30/11/2020 08:20:00,21.951,0.0,,,,
88,30/11/2020 08:30:00,22.046,10.8,,,,
89,30/11/2020 08:40:00,22.046,10.8,,,,
90,30/11/2020 08:50:00,22.046,32.3,,,,
91,30/11/2020 09:00:00,22.046,43.1,,,,
92,30/11/2020 09:10:00,22.046,43.1,,,,
93,30/11/2020 09:20:00,22.142,43.1,,,,
94,30/11/2020 09:30:00,22.238,43.1,,,,
95,30/11/2020 09:40:00,22.238,32.3,,,,
96,30/11/2020 09:50:00,22.333,43.1,,,,
97,30/11/2020 10:00:00,22.333,53.8,,,,
98,30/11/2020 10:10:00,22.333,53.8,,,,
99,30/11/2020 10:20:00,22.429,53.8,,,,
100,30/11/2020 10:30:00,22.525,64.6,,,,
101,30/11/2020 10:40:00,22.525,64.6,,,,
102,30/11/2020 10:50:00,22.621,64.6,,,,
103,30/11/2020 11:00:00,22.621,64.6,,,,
104,30/11/2020 11:10:00,22.621,64.6,,,,
105,30/11/2020 11:20:00,22.621,32.3,,,,
106,30/11/2020 11:30:00,22.621,64.6,,,,
107,30/11/2020 11:40:00,22.717,64.6,,,,
108,30/11/2020 11:50:00,22.717,53.8,,,,
109,30/11/2020 12:00:00,22.717,64.6,,,,
110,30/11/2020 12:10:00,22.717,64.6,,,,
111,30/11/2020 12:20:00,22.812,64.6,,,,
112,30/11/2020 12:30:00,22.812,64.6,,,,
113,30/11/2020 12:40:00,22.812,64.6,,,,
114,30/11/2020 12:50:00,22.812,64.6,,,,
115,30/11/2020 13:00:00,22.812,53.8,,,,
116,30/11/2020 13:10:00,22.908,53.8,,,,
117,30/11/2020 13:20:00,22.908,53.8,,,,
118,30/11/2020 13:30:00,22.908,53.8,,,,
119,30/11/2020 13:40:00,22.908,53.8,,,,
120,30/11/2020 13:50:00,22.908,53.8,,,,
121,30/11/2020 14:00:00,22.908,53.8,,,,
122,30/11/2020 14:10:00,22.908,53.8,,,,
123,30/11/2020 14:20:00,23.100,53.8,,,,
124,30/11/2020 14:30:00,23.100,53.8,,,,
125,30/11/2020 14:40:00,23.004,53.8,,,,
126,30/11/2020 14:50:00,23.004,53.8,,,,
127,30/11/2020 15:00:00,23.004,53.8,,,,
128,30/11/2020 15:10:00,23.004,53.8,,,,
129,30/11/2020 15:20:00,23.004,0.0,,,,
130,30/11/2020 15:30:00,23.004,0.0,,,,
131,30/11/2020 15:40:00,23.004,0.0,,,,
132,30/11/2020 15:50:00,22.908,0.0,,,,
133,30/11/2020 16:00:00,22.908,0.0,,,,
134,30/11/2020 16:10:00,22.908,0.0,,,,
135,30/11/2020 16:20:00,22.908,0.0,,,,
136,30/11/2020 16:30:00,22.908,0.0,,,,
